Category,Subclass,Index,QuestionType,AnswerType,Question,Answer
animal,reptiles,13,AD,closed,"Which description of the video is correct?
(a) The snake only flicks its tongue and does not spray venom.
(b) The snake only sprays venom and does not flick its tongue.
(c) The snake both sprays venom and flicks its tongue.
(d) The snake neither flicks its tongue nor sprays venom.",(c)
animal,reptiles,14,AD,closed,"Which description of the video is correct?
(a) The snake only flicks its tongue and does not spray venom.
(b) The snake only sprays venom and does not flick its tongue.
(c) The snake both sprays venom and flicks its tongue.
(d) The snake neither flicks its tongue nor sprays venom.",(a)
animal,reptiles,15,AD,closed,"Which description of the video is correct?
(a) The snake only flicks its tongue and does not spray venom.
(b) The snake only sprays venom and does not flick its tongue.
(c) The snake both sprays venom and flicks its tongue.
(d) The snake neither flicks its tongue nor sprays venom.",(a)
animal,reptiles,16,AD,closed,"Which description of the video is correct?
(a) The snake flicks its tongue and also sprays venom.
(b) The snake only sprays venom and does not flick its tongue.
(c) The snake's tail jerks toward the left side of the frame, and it flicks its tongue.
(d) The snake's tail jerks toward the left side of the frame, and it does not spray venom.",(d)
animal,reptiles,17,TO,closed,"Does the snake flick its tongue in the video?
(a) Yes.
(b) No.",(a)
animal,reptiles,18,TC,open,How many times does the snake flick its tongue in the video?,3 times
animal,reptiles,19,TC,open,How many times does the snake flick its tongue in the video?,1 time
animal,reptiles,20,TC,open,How many times does the snake blink in the video?,0 times
animal,reptiles,21,TC,open,How many times does the animal blink in the video?,0 times
animal,reptiles,22,AD,open,What color is the snake's tongue in the video?,Red
animal,reptiles,23,TC,open,How many tongue-flicking actions does the snake make in the video?,2 times
animal,reptiles,24,TC,open,"How many times does the snake flick its tongue, and how many times does it spit venom in the video?",0; 1
animal,reptiles,25,TR,closed,"What is the animal most likely doing in the video?
(a) Patrolling its territory.
(b) Defending itself.
(c) Intimidating an enemy.
(d) Hunting.",(d)
animal,reptiles,26,AD,closed,"Which description of the animal's mouth in the video is correct?
(a) It first gradually closes and then opens wide.
(b) It gradually closes.
(c) It first opens wide and then gradually closeds.
(d) It gradually opens wider.",(c)
animal,reptiles,27,TC,open,How many times does the animal blink in the video?,1 time
animal,reptiles,28,TO,closed,"Does the video contain a scene in which the snake lunges at prey to hunt?
(a) True.
(b) False.",(b)
animal,reptiles,29,TO,closed,"Does the video contain a scene in which the snake lunges at prey to hunt?
(a) True.
(b) False.",(b)
games,combat,1,TC,open,Analyze this video. How many times did the red character on the left use his legs to attack?,The red character on the left launched 3 attacks using his legs.
games,combat,2,TC,open,Analyze this video. How many times did the white-skinned character attack the red-skinned character with its head while riding on top of it?,The character with a white body was riding on the character with a red body and used its head to attack 4 times?
games,combat,3,TC,open,Analyze this video. How many times did the red character attack the opponent in a row?,The red character launched 9 consecutive attacks against the opponent.
games,combat,4,TO,open,Analyze this video. Was the yellow skill emitted by the red figure on the right blocked by the person on the left?,The yellow skill released by the red character on the right was blocked by the character on the left.
games,combat,5,AD,open,"Analyze this video. When the person on the left was knocked out, which part of his body suffered the final injury?","In the video, the person's left leg was injured and he was knocked out."
games,combat,6,TC,open,Analyze this video. How many times did the male character on the right carry out attacks?,The male character on the right carried out a total of 5 attacks.
games,combat,7,TC,open,Analyze this video. How many times in total did both sides successfully block the attacks (a defensive action would occur and a blue light would appear after a successful block)?,The two sides successfully blocked a total of 5 attacks.
games,combat,8,TR,closed,Analyze this video. What was the reason for the two parties to be close together initially but then suddenly move away from each other? (a) The person on the left moves to the left.  (b) The person on the right moves to the right.  (c) Use the skill to push the two people apart.,(c)
games,combat,9,TC,open,Analyze this video. How many times did the character on the left use his fists for long-range attacks?,The character on the left launched 2 ranged attacks with his fists.
games,combat,10,AD,closed,Analyze this video. How was the character on the right knocked out? (a) Knocked out by the flying fan.  (b) Knocked out by close-range combat.  (c) No one was knocked out.,(a)
games,combat,11,TC,open,Analyze this video. How many times did the character on the right emit blue shock waves?,The character on the right fired 4 blue shockwaves.
games,combat,12,TC,open,Analyze this video. How many times did the character on the left block the attacks (by assuming a blocking posture and emitting blue light when blocking)?,The character on the left blocked 3 attacks.
games,combat,13,TC,open,Analyze this video. How many times did the character on the left block the long-range blue shockwave (by assuming a blocking posture and emitting blue light when blocking)??,The character on the left blocked 4 consecutive blue ranged shockwaves.
games,combat,14,AD,closed,Analyze this video. What attacking method did the character on the left use to knock out the enemy on the right? (a) Kicking leg(b) Palm strike(c) Head strike(d) Elbow strike,(b)
games,combat,15,TC,open,Analyze this video. How many times did the character on the left perform head attacks (attacking the enemy with his head at a horizontal level)?,The character on the left used the head attack once.
games,combat,16,TC,open,Analyze this video. How many times did the male character on the right use leg attacks?,The male character on the right made 4 leg attacks.
games,combat,17,TC,open,Analyze this video. How many times did the male character on the left use the remote shockwave?,The male character on the left used the remote shockwave twice.
games,combat,18,TC,open,"Analyzing this video, the female character on the left can step on the ground and cause impact damage to the opponent beneath her feet. In this video, how many times did the female character on the left use this skill?","In this video, the female character on the left used this skill twice."
games,combat,19,TC,open,"Analyzing this video, the male character on the right performed a front flip and landed on the left side. How many times did he do the front flip?",A front flip
games,combat,20,TC,open,Analyze this video. The male character on the right used a spinning kick. How many full rotations did he make?,Rotate the 2 laps
games,combat,21,TC,open,Analyze this video. How many times did the mech figure on the left launch its attacks?,The person in the left mech made 7 attacks.
games,combat,22,AD,closed,Analyze this video. How did the person on the left defeat the mecha warrior? (a) Boxing (b) Leg strike (c) Saber strike (d) Head strike,(c)
games,combat,23,TC,open,"Analyze this video. From the beginning to the end, how many times did the person on the right in the video attack?",The person on the right in the video carried out 5 attacks.
games,combat,24,TC,open,Analyze this video. How many times did the blue mecha character use its legs to attack?,The blue mecha figure launched one attack with its legs.
games,combat,25,TC,open,Analyze this video. How many times did the person on the right use the double-jointed stick to attack?,The person on the right used a double-jointed stick to make three attacks.
games,combat,26,TC,open,"Analyzing this video, the robot on the right can extend four fingers to fire bullets. How many times did it fire?",Fired three bullets
games,combat,27,TC,open,Analyze this video. How many successful blocks were performed by both sides (successful blocks will emit blue light)?,The two sides successfully made 4 blocks each.
games,combat,28,AD,closed,Analyze this video. How was the person on the left knocked out? (a) Upper limb attack (b) Lower limb attack (c) Bullet attack (d) Ultimate skill kill,(d)
games,combat,29,TC,open,"Analyzing this video, the person in the purple clothing can summon dolphins. Could you please tell me how many times he summoned the dolphins?",The person wearing the purple clothes summoned a dolphin.
games,combat,30,TR,open,Analyze this video. Why did both of them get knocked down at the same time?,Because both sides were simultaneously attacked by the enemy
games,fps,1,TC,open,Analyze this video. How many bullets did the sniper rifle fire in total?,The sniper rifle fired 3 bullets in total in this video.
games,fps,2,TC,open,"According to this video analysis, how many times was the scope opened in the video?",The scope was opened 1 time during the video.
games,fps,3,TC,open,Analyze this video. How many shots were fired using the sniper rifle in the video?,A total of 6 sniper shots were fired in the video.
games,fps,4,TC,open,Analyze this video. How many bullets did the sniper rifle fire in total?,"The sniper rifle was not fired at all, so the total is 0 bullets."
games,fps,5,TC,open,"Analyze this video. In this video, how many times did the player fire the sniper rifle?",The player in this video fired the gun 8 times.
games,fps,6,TO,open,"In the video, a sniper rifle fired two bullets. At what times did these shots occur? Specifically, down to the seconds.",The shooting times for the tworounds were 22 seconds and 37 seconds respectively.
games,fps,7,TO,open,"In the video, a sniper rifle fired three bullets. At what times did these shots occur? Specifically, down to the seconds.","The shooting times for the three rounds were 15 seconds, 32 seconds, and 49 seconds respectively."
games,fps,8,TO,open,Analyze this video and determine at which second the smoke bombs began to disperse. Please provide the exact time in whole seconds.,55
games,fps,9,TC,open,Please watch this video and answer: How many times did they throw grenades?,They threw grenades 1 time in total.
games,fps,10,TC,open,"When affected by the flash grenade, the vision will be affected by white. Could you please tell me how many times this video was affected by the flash bomb?",2
games,fps,11,TC,open,"According to this video analysis, how many shots were fired with a pistol?",The person fired 5 shots with the pistol in this video.
games,fps,12,TC,open,"According to this video analysis, the person in the video fired several shots with a pistol. Please answer the following question.",2
games,fps,13,TC,open,"Please analyze this video. After the player died, how many times were teammates' perspectives viewed in total?","After the player died, teammates' perspectives were viewed 13 times in total."
games,fps,14,TC,open,Please analyze this video and determine how many seconds the player was affected by the flash bomb. Answer the question with precision to the second.,The player was affected by the flash bomb at the 34th second.
games,fps,15,TC,open,Analyze this video. How many times was the dagger used for attacking in the video?,The dagger was used to attack 4 times in this video.
games,fps,16,TC,open,Analyze this video. How many times was the dagger used for attacking in the video?Please provide the number of responses.,10
games,fps,17,TC,open,Analyze this video. How many times did the player in the first-person perspective fire the sniper rifle?,"In the video, the player in the first-person perspective fired 0 shots with the sniper rifle."
games,fps,18,AD,open,Which buttons did the player press when setting up the bomb? ,8 0 6 5 5 3 7
games,fps,19,AD,open,"In this video, the use of sniper rifles to kill enemies was shown twice. May I ask if the sniper scopes were used in both instances?","The first time I killed someone, I used the sniper scope. But the second time, I didn't."
games,fps,20,AD,closed,Please analyze this video. A sniper used a sniper rifle to kill four enemies. Which of the following enemies did not use the sniper scope when shooting? (a) 1 (b) 2 (c) 3 (d) 4,(d)
games,fps,21,AD,closed,"Please analyze this video. After firing the sniper rifle, in which direction did the character move? (a) Forward (b) Back (c) Left (d) Right",(d)
games,fps,22,AD,closed,"Please analyze this video. After firing the sniper rifle, in which direction did the character move? (a) Forward (b) Back (c) Left (d) Right",(c)
games,fps,23,TR,closed,"Please analyze this video. At the moment of killing the enemy, what was the positional relationship between the player and the enemy? (a) Behind the enemy (b) Below the enemy (c) Looking at the enemy at the same level (all standing)",(b)
games,fps,24,TO,open,"Please analyze this video. In the video, an enemy was killed by a smoke grenade. May I ask if the player saw the enemy?",Not seen
games,fps,25,AD,closed,"Please analyze this video. In the video, there is a rapid sequence of switching weapons. May I ask what the order of weapon switching is? (a) Sniper rifle - Knife - Sniper rifle - Hand grenade  (b) Sniper rifle - Knife - Hand grenade  (c) Sniper rifle - Hand grenade  (d) Sniper rifle - Hand grenade - Sniper rifle - Knife",(a)
games,fps,26,AD,open,"Please analyze this video. May I ask if the enemy's entire body is fully exposed when they are being killed, or is only a part of their body shown?","When the enemy was killed, only a part of its body was exposed."
games,fps,27,TC,open,Analyze this video. How many times did the player use the sniper rifle to carry out attacks?,The player used the sniper rifle to attack 4 times in total.
games,fps,28,TC,open,Analyze this video. How many enemies did the player kill in total with the rifle?,The player killed 4 enemies with the rifle in total.
games,fps,29,TC,open,Analyze this video. How many shots did the player fire with the sniper rifle?,The player fired 1 sniper shot in this clip.
games,fps,30,TC,open,Analyze this video. How many darts did the player throw?,The player threw 6 darts in total.
games,fps,31,TO,open,"Analyze this video. The shooter in the video used a sniper rifle and carried out a shot. Please determine the exact time of this shot, to the nearest second.",The shooting occurred at the 3 second.
games,fps,32,TC,open,Analyze this video. How many shots did the player fire with the sniper rifle?,The player fired 8 shots using the sniper rifle.
games,fps,33,TO,open,"Analyze this video. The player used a sniper rifle and fired several shots. Please determine the exact time of each shot, to the second?",Two shots were fired at 4 seconds and 7 seconds respectively.
games,fps,34,AD,open,Analyze this video. How many shots did the player fire with the pistol?,"Opened fire with a pistol, firing 9 shots."
games,fps,35,TC,open,"Analyze this video. In the game, there is a certain item that will fill the player's screen with brown color for a very short period of time. Please locate the exact time when this occurs, to the nearest second?Accurate to the second is sufficient.",Happened in the 2s
games,fps,36,TC,closed,"Analyzing this video, the player changed the weapon after killing the enemy. What kind of weapon did they switch to? (a) Sniper rifle  (b) Pistol  (c) Dagger  (d) Throwing device",(c)
games,fps,37,TC,open,Analyze this video. How many jumps were made in the tasks shown in the video?,A total of 6 jumps were made in this video segment.
games,fps,38,TC,open,Analyze this video. How many bullets did the player fire with the pistol?,The player fired 4 bullets with the pistol.
games,fps,39,TC,open,Analyze this video. How many times did the player use the dagger to attack?,The player made 2 attacks using the dagger.
games,fps,40,TC,open,Analyze this video. How many times did the player use the scope?,The player used the scope 2 times during the video.
games,fps,41,TC,open,Analyze this video. How many darts did the player fire?,"In this video, the player did not throw the dart."
games,fps,42,TC,open,Analyze this video. How many shots did the player fire with the sniper rifle?,The player fired 5 shots with the sniper rifle in total.
games,fps,43,TC,open,Analyze this video. Did the player ever turn on the scope?,No scope was activated in this video.
games,fps,44,AD,open,Analyze this video. How many times did the player stand up?,The player stood up 4 times in total.
games,fps,45,TC,open,Analyze this video. Did the player turn on the scope when using the sniper rifle to kill the enemy?,"When the player used the sniper rifle to kill the enemy, they did not turn on the scope."
games,fps,46,TC,closed,"Analyze this video. After the player fired the gun, in which direction did they quickly move? (a) Front (b) Back (c) Left (d) Right",(d)
games,fps,47,AD,open,"After watching this video, it was discovered that the player eliminated a total of five enemies. How many of these were killed by using the scope of the sniper rifle?","In this video, three enemies were killed by using the scope of a sniper rifle."
games,fps,48,TC,open,"Analyzing this video, the player used a sniper rifle to kill three enemies. How many times did they not use the scope?","Among the three kills, the player did not use the scope 2 times."
games,fps,49,AD,closed,Analyze this video. What state were the enemies in when they were killed? (a) Stand (b) Jump (c) Crouch (d) Turn around,(b)
games,fps,50,TC,open,Analyze this video. How many enemies were killed by the player with a sniper rifle in one shot?,Player shot and killed 2 enemies with one shot.
games,fps,51,TC,open,Analyze this video. How many throwing weapons did the player in the first-person perspective throw?,"In the video, the player in the first-person perspective threw 15 throwing weapons."
games,fps,52,TC,open,Analyze this video. How many throwing weapons did the player in the first-person perspective throw?,"In the video, the player in the first-person perspective threw 5 throwing weapons."
games,fps,53,TC,open,Analyze this video. How many throwing weapons did the player in the first-person perspective throw?,"In the video, the player in the first-person perspective threw 5 throwing weapons."
games,fps,54,TC,open,Analyze this video. How many throwing weapons did the player in the first-person perspective throw?,"In the video, the player in the first-person perspective threw 7 throwing weapons."
games,fps,55,TC,open,Analyze this video. How many throwing weapons did the player in the first-person perspective throw?,"In the video, the player in the first-person perspective threw 14 throwing weapons."
games,fps,56,TC,open,Analyze this video. How many times did the player in the first-person perspective fire the sniper rifle?,"In the video, the player in the first-person perspective fired one shot with the sniper rifle."
games,fps,57,TC,open,Analyze this video. How many throwing weapons did the player in the first-person perspective throw?,"In the video, the player in the first-person perspective threw 20 throwing weapons."
games,fps,58,TC,open,Analyze this video. How many times did the player in the first-person perspective fire the sniper rifle?,"In the video, the player in the first-person perspective fired 7 shots with the sniper rifle."
games,fps,59,TC,open,Analyze this video. How many throwing weapons did the player in the first-person perspective throw?,"In the video, the player in the first-person perspective threw 8 throwing weapons."
games,fps,60,TC,open,Analyze this video. How many times did the player in the first-person perspective fire the sniper rifle?,"In the video, the player in the first-person perspective fired 5 shots with the sniper rifle."
games,moba,1,TC,open,Analyze this video. How many times did the explorer Izrael perform teleportation in the video?,"In this video, explorer Izrael performed teleportation 4 times."
games,moba,2,TC,open,Analyze this video. How many times did the explorer Izrael use the secret magic shooting (Q skill) in the video?,Explorer Izrael used the secret magic shooting (Q skill) 2 times in total.
games,moba,3,AD,closed,"Analyze this video. Who was hit by the ""Unyielding Gun"" (Pantheon) during its jump attack (with its w skill)? (a) Explorer Izriel (b) Deep Sea Titan (Nautilus) (c) Canyon Pioneer (The Rift Herald) (d) Soldier",(c)
games,moba,4,TC,open,Analyze this video. How many normal attacks did Xayah in the video perform?,"In the video, Xayah performed 5 normal attacks."
games,moba,5,TO,open,"Analyze this video. Did the deep-sea Nautilus (the ship) use its hook (to clear the channel, the Q skill) in this video?","He used the ""clearing the waterway"""
games,moba,6,TO,open,Analyze this video. Did the Marlin gunner (Tristana) in the video use the Blink skill?,Tristana used the Flash skill.
games,moba,7,TC,open,"Analyzing this video, how many times did Akali use the Flow Technique (Q skill) Shadow Strike?",Akali used the Flow Technique (Q skill) 1 time in this clip.
games,moba,8,TC,open,Please analyze this video. How many times did the Void Eye (Vel'Koz) cast skills in the video?,The Void Eye (Vel'Koz) cast skills 10 times in total.
games,moba,9,TC,open,Please analyze this video. How many heroes were affected by the fear effect (where ghostly faces appeared on their heads)?,A total of 5 heroes were affected by the fear effect.
games,moba,10,TC,open,"Please analyze this video. How many normal attacks did Yunara, the character in the video, perform?",She launched 15 ordinary attacks.
games,moba,11,TC,open,Please analyze this video. How many ordinary attacks did the righteous angel (Kayle) perform in the video?,She launched 11 ordinary attacks.
games,moba,12,TC,open,Please analyze this video. How many times did the creature Yalong attack?,The creature Yalong attacked 1 time in this video.
games,moba,13,TC,open,Please analyze this video. How many times did Katrinna perform movements (including both teleportation and skills)?,Katrinna performed 6 movement actions in total.
games,moba,14,TC,open,"Please analyze this video. How many minions did Darius, the Naxxaroth's Hand, kill in this video?",Darius killed 6 minions in this clip.
games,moba,15,TC,open,"Analyze this video. How many normal attacks did the source of the plague, Tukchi, perform in the video?","The source of the plague, Tukchi, performed 8 normal attacks."
games,moba,16,TC,open,Analyze this video. How many minions did the angel Kyle kill in this video?,Angel Kyle killed 5 minions in total.
games,moba,17,TC,open,Analyze this video. How many times did the punishing arrow Varus cast the piercing sword (Q skill)?,"In the video, Varus, the Punishing Arrow, released 1 instance of Piercing Sword."
games,moba,18,TC,open,Analyze this video. How many times did the Saint Gun Ranger in the video use the displacement skill?,The Ranger of the Holy Gun in the video uses the displacement skill 2 times
games,moba,19,TC,open,"Analyzing this video, how many enemies did Akshun kill by using the ""Changxing Dangkuo"" (E skill) in the video?",He killed 2 enemies
games,moba,20,TC,open,Analyze this video. How many times did Katrinna use the E skill (instant movement) in the video?,Katrina used her skills 8 times.
games,moba,21,TC,open,Analyze this video. How many enemy targets did the Q skill of the Twilight Spirit (Zoe) hit?,The Q skill of the Twilight Spirit (Zoe) hit 2 enemy targets.
games,moba,22,TO,open,Analyze this video. At what time did the mechanical enemy (Rumble) in the video assume its golden form?,The golden body that activates at the 5 second.
games,moba,23,TC,open,"Analyze this video. How many times did the Wind Blade Warrior (Yasuo) perform the ""Step Forward Slash"" (Eskill) in this video?","In the video, the fierce swordmaster performed the ""step forward slash"" six times."
games,moba,24,TC,open,Analyze this video. How many enemy heroes were hit by Xerath's Q skill in the video?,Xerath's Q skill hit 2 enemy heroes in this video.
games,moba,25,AD,open,"Analyzing this video, who did the ultimate skill of the policewoman from Pi City (Caitlyn Kiramman) hit?",Hit the Sun Goddess (Leona)
games,moba,26,TO,open,Analyze this video. Did the explosive impact of the barrel (E skill) in the video hit the enemy?,The meat-blast attack (E skill) of the Gragas unit failed to hit the enemy.
games,moba,27,TC,open,Analyze this video. How many times did the Demacian Prince (Jarvan IV) use normal attacks on the enemies in the video?,The Prince of Demacia (Jarvan IV) launched 4 normal attacks against the enemy.
games,moba,28,TC,open,"Analyze this video. How many enemies did the Star Realm Wanderer (Bard) ultimate skill ""Invincible Body"" defeat?",Bard's ultimate skill is gold against 2 enemies.
games,moba,29,TC,open,Analyze this video. How many times did the ancient sorcerer Xerath's ultimate skills hit in the video?,Xerath hit 4 of his 6 ultimate skills.
games,moba,30,TC,open,Analyze this video. How many normal attacks did the icy archer (Ashe) perform in the video?,"In the video, the ice shooter (Ashe) launched 19 regular attacks."
games,moba,31,TC,open,Analyze this video. How many times did the Naxxarion leader (Jericho Swain) use the Reckless Strike (Q ability) in this video?,Nokosa's leader (Jericho Swain) used the Reckless Strike (Q skill) 6 times.
games,moba,32,TC,open,"Analyzing this video, we can see that several enemy units (in red) were stunned by the ultimate skill of the Elemental Queen (Qiyana).",There are 4 enemy units (in red) that have been stunned by the ultimate skill of the Elemental Empress (Qiyana).
games,moba,33,TC,open,Analyze this video. How many enemy units in the video were hit by the shockwave (the long-range Q ability) of the Future Guardian (Jayce)?,The shockwave (long-range Q skill) of the Future Guardian (Jayce) hit 5 enemy units?
games,moba,34,TC,open,Analyze this video. How many times did the nine-tailed fox (Ahri) use displacement (including both skills and flashes)?,"In the video, the nine-tailed demon fox (Ahri) used the teleportation ability 4 times."
games,moba,35,TC,open,"Analyze this video. How many arrows (Q skill) did the ""Punishing Arrow"" (Varus) release?",The Punishing Arrow (Varus) has unleashed 3 arrows (Q ability)
games,moba,36,AD,open,"Analyze this video. In the video, the explorer Izrael used a secret technique to shoot at which character?",The hero who was hit was Stormrage (Gana).
games,moba,37,AD,open,"Analyze this video. In the video, Anivia, the ice crystal phoenix, used a flash. What did this flash help her avoid?",This flash enabled Anivia to evade a regular attack.
games,moba,38,AD,closed,Analyze this video. What is the sequence of skills used by the sorceress in the video? (a)Q-W (b)W-R (c)E-Q-W (d)Q-E,(a)
games,moba,39,TR,open,Please analyze this video. What was the purpose of the Star Realm Wanderer (Bard) in releasing the ultimate skill in the video?,Bard's ultimate ability is designed to prevent the Canyon Vanguard from attacking the defense tower.
games,moba,40,TR,open,Please analyze this video. Why did Akali suddenly get pushed so far away by the enemy in the video? Why can one return to the enemy's side from such a long distance?,"Suddenly, we moved away from the enemy because we were pushed back by the ultimate skill of the Merlin gunner. After being pushed back, we could approach the enemy from a distance because Akali's E skill can track the enemy."
games,moba,41,TR,closed,Please analyze this video. Why didn't the cataclysmic attack by the Demon Prince Jax hit Katelinna? (a) Jiawen's skill was targeted at the wrong target. (b) Katrinna used the E skill to escape. (c) Katrinna used the Flash. (d) Jiawen's Earthquake Strike hit Katrinna. There is an error in the problem.,(b)
games,moba,42,AD,open,Analyze this video. What was the final attack of the powerful warrior Sett when he killed the Zuan Rage Beast? Please provide a complete description of the process.,"Finally, Sett killed the enemy with a normal attack and immediately used the Blink ability to escape."
games,moba,43,TC,open,Analyze this video. How many enemies were hit by the piercing sword (Q skill) of the Punishing Arrow (Varus) in the video?,"In this video, the piercing sword (Q skill) of Varus hit 2 enemies."
games,moba,44,AD,closed,"Analyzing this video, who was the source of Renekton's final attack in the desert battlefield? (a) Raven (b) Defense Tower (c) Minion (d) No casualties",(b)
games,moba,45,AD,open,Analyze this video. How did the righteous angel (Kayle) kill Vrus?,Virus was killed by the damage dealt by Kayle's ultimate skill.
games,moba,46,TR,open,Analyze this video. How does the time assassin (Ekko) manage to quickly kill the enemy from an extremely long distance?,The Time Assassin (Ekko) used his ultimate skill to return to the position from a few seconds ago and dealt massive damage to kill the enemy.
games,moba,47,TC,open,Analyze this video. How many enemies did the fierce swordsmen (Yasuo) in the video manage to knock down?,The fierce swordmaster (Yasuo) sent flying 3 enemies.
games,moba,48,TR,open,"Analyzing this video, why did the liberator (Sylas) suddenly disappear after using the golden item?","After completing the transformation, Sylas used the teleportation skill to enter the bushes but lost his view of the surroundings."
games,moba,49,TR,open,"Analyze this video. Which character, Aatrox or Izoriel, was the first to perform a wall jump?",Aatrox first teleported through the wall.
games,moba,50,AD,open,"Analyze this video to determine how much damage the ""sett"" skill's intentional uppercut (W ability) caused. Was it physical damage or true damage?","The intentional uppercut move (W skill) of Sett dealt 190 points of damage, which was pure damage."
games,music,1,TC,open,Analyze this OSU video. How many buttons are there that can be pressed in the video?,"In the video, there are 11 buttons that can be pressed."
games,music,2,TC,open,Analyze this OSU video. How many keys did the player press in the video?,"In the video, the player pressed 9 keys."
games,music,3,TC,open,Analyze this OSU video. How many buttons with long strips are shown in the video?,"In the video, there are four buttons with long strips."
games,music,4,TC,open,Analyze this OSU video. How many buttons with the number '1' were pressed in the video?,Four buttons with the number '1' were pressed in the video
games,music,5,AD,open,"Analyze this OSU video. In the video, which direction does the blue arrow point?","In the video, the blue arrow points downward."
games,music,6,AD,open,Analyze this OSU video. What positions do the first four arrows shown in the video point to?,"The first four arrows shown in the video point upwards, downwards, to the right, and upwards respectively."
games,music,7,TC,open,Analyze this OSU video. How many times did red arrows appear in the video??,There are five instances of red arrows shown in the video.
games,music,8,TC,open,Analyze this OSU video. How many buttons with the number 2 are shown in the video?,"In the video, there is a button numbered 2 appearing 6 times."
games,music,9,TC,open,Analyze this OSU video. How many buttons with the number 3 are shown in the video?,"In the video, there are four buttons with the serial number 3."
games,music,10,TC,open,Analyze this OSU video. How many pink bullets did the player successfully block in total?,The player successfully hit four pink bullets in total.
games,music,11,TC,open,Analyze this video. Can you see several notes arranged horizontally in the video?,There are five horizontal strips shown in the video.
games,music,12,TC,open,Analyze this video. Can you see several notes arranged vertically in the video?,"In the video, there are six vertical strips shown."
games,music,13,TC,open,Analyze this Phigros video. How many yellow strips can be seen in the video?,Three yellow strips can be seen in the video.
games,music,14,TC,open,Analyze this Phigros video. How many yellow strips can be seen in the video?,Two yellow strips can be seen in the video.
games,music,15,AD,closed,"Analyze this Phigros video. In the video, there is a rotating yellow strip. What is its rotation direction? (a) Clockwise (b) Counterclockwise (c) Both clockwise and counterclockwise",c
games,music,16,TC,open,Analyze this Muse Dash video. How many blue barrels were impacted in the video?,"In the video, eight blue buckets were impacted."
games,music,17,TC,open,Analyze this Muse Dash video. How many red barrels were impacted in the video?,"In the video, seven red buckets were impacted."
games,music,18,TC,open,Analyze this Muse Dash video. How many blue game consoles can be seen in the video?,"In the video, there were 5 blue gaming consoles shown."
games,music,19,TC,open,Analyze this Muse Dash video. How many pink game consoles can be seen in the video?,"In the video, there were 3 pink gaming consoles shown."
games,music,20,TC,open,Analyze this Muse Dash video. How many fish did the person on the right shoot out using the horn?,The person on the right fired 25 fish with a horn.
GUI,operating system,1,AD,closed,"Which of the following correctly describes the video?
(a) Folder 1 was deleted.
(b) Folder 1 was renamed to Folder 2.
(c) A pop-up window appeared and then disappeared.
(d) Folder 2 was deleted.",(c)
GUI,operating system,2,AD,open,"According to the pop-up message, what is the current folder location?",D:\Desktop\GUI
GUI,operating system,3,AD,open,What is the name of the folder that was opened? How many files are in the folder?,Google; 2
GUI,operating system,4,TC,open,How many buttons were pressed in total in the video?,9
GUI,operating system,5,TR,closed,"What caused the page to switch at the end of the video?
(a) The user clicked the closed (×) button.
(b) The user clicked the minimize (-) button.
(c) The user opened the text document interface from the navigation bar.
(d) The user clicked the desktop switch button.",(a)
GUI,operating system,6,TC,open,How many English letters did the user type in total in the terminal?,13
GUI,operating system,7,AD,open,At what exact time was the previous command sent?,Wed Apr 8 17:20:37 2026
GUI,operating system,8,AD,open,What GPU model is shown in the video?,NVIDIA GeForce RTX 3090
GUI,operating system,9,AD,open,"How many files are in the ""下载"" folder?",1
GUI,operating system,10,AD,open,"What task does the user have scheduled for April 11, 2026?",Prepare for the competition
GUI,operating system,11,AD,open,What is the name of the application represented by the gear-shaped icon on the left side of the screen?,jetbrains-pycharm
GUI,operating system,12,AD,open,Which sort mode was applied to the desktop files?,按名称排序
GUI,operating system,13,TC,open,How many digits long is the user's password?,6 digits
GUI,operating system,14,AD,open,Which applications have notifications turned off in the video?,"""File Roller"" and ""Snapd User Session Agent"""
GUI,operating system,15,AD,open,Which button did the user click to change the desktop layout?,Arrange Icons
GUI,operating system,16,AD,open,"How much total system storage does the user have, and how much free space remains?",982.2GB; 903.0GB
GUI,operating system,17,AD,open,"What is the LastWriteTime of the file ""60.mp4""?",2026/3/6 14:42
GUI,operating system,18,TC,open,"How many times did the user press the ""Dictionary"" button?",2 times
GUI,operating system,19,TC,open,How many apps are shown in the system in total?,48
GUI,operating system,20,AD,open,"What is the size of the file ""70.mp4""?",422.0kB
GUI,operating system,21,AD,open,What sunrise time for Beijing is shown on the screen?,5:43
GUI,operating system,22,AD,open,"What is the ""Date Modified"" time shown for Pictures-Camera?",21:12
GUI,application,1,TC,open,Analyze this video. How many drag bars were moved by the mouse in the video?,"In the video, the mouse dragged 10 sliders."
GUI,application,2,AD,open,"Analyzing this video, the mouse clicked on a cell in an Excel spreadsheet. Which cell was it? (Answer: the number row and the letter column)","The video shows the mouse clicking on a cell in an Excel spreadsheet, specifically row 7, column C."
GUI,application,3,TC,open,"Analyzing this video, how many times was the text in the command prompt (cmd) zoomed in?",The text in the cmd section of the video was magnified nine times.
GUI,application,4,AD,open,"Analyzing this video, what does the first line of text say when the mouse hovers over the left side of 'Want to Watch'?",It says 'Click to add below'
GUI,application,5,TC,open,Analyze this video. How many times was the mouse clicked and dragged?,The mouse was clicked four times in the video.
